timestamp,temperature,label,lag_1,lag_2,lag_6,rolling_mean_6,rolling_std_6,diff_1,hour,dayofweek,pred_ocsvm,ocsvm_score
2013-07-04 06:00:00,69.27976479,0,70.06096581,69.28355102,69.88083514,69.94695226333333,0.9339394482611684,-0.7812010199999975,6,3,0,5.384191321723203
2013-07-04 07:00:00,69.36960846,0,69.27976479,70.06096581,71.22022706,69.63851583,0.7074621437318666,0.0898436699999933,7,3,0,5.362609611514572
2013-07-04 08:00:00,69.16671394,0,69.36960846,69.27976479,70.87780496,69.35333399333334,0.3745132360684762,-0.2028945200000009,8,3,0,4.943464874170604
2013-07-04 09:00:00,68.98608257,0,69.16671394,69.36960846,68.95939994,69.35778109833332,0.3690180833129606,-0.1806313700000004,9,3,0,5.053930640897006
2013-07-04 10:00:00,69.96506224,0,68.98608257,69.16671394,69.28355102,69.47136630166666,0.4397140932598827,0.9789796700000012,10,3,0,4.930222271014122
2013-07-04 11:00:00,70.55619466,0,69.96506224,68.98608257,70.06096581,69.55390444333334,0.5924680813166882,0.5911324200000081,11,3,0,5.307477185518548
2013-07-04 12:00:00,70.30750511,0,70.55619466,69.96506224,69.27976479,69.72519449666667,0.6437098504668871,-0.2486895500000088,12,3,0,5.498409256172514
2013-07-04 13:00:00,70.24625215,0,70.30750511,70.55619466,69.36960846,69.87130177833333,0.6463416248439081,-0.0612529599999902,13,3,0,5.4980822239812674
2013-07-04 14:00:00,69.85490839,0,70.24625215,70.30750511,69.16671394,69.98600085333332,0.5502139464695499,-0.391343759999998,14,3,0,5.328792479895693
2013-07-04 15:00:00,71.64329118,0,69.85490839,70.24625215,68.98608257,70.428868955,0.6455476210355887,1.78838279,15,3,0,4.538832024803775
2013-07-04 16:00:00,71.24565942,0,71.64329118,69.85490839,69.96506224,70.64230181833334,0.6726614493272707,-0.3976317600000101,16,3,0,5.3098097684700045
2013-07-04 17:00:00,70.74509976,0,71.24565942,71.64329118,70.55619466,70.67378600166667,0.6722458744163441,-0.5005596599999933,17,3,0,5.289423935557805
2013-07-04 18:00:00,71.37329829,0,70.74509976,71.24565942,70.30750511,70.85141819833332,0.6964781611109401,0.6281985299999917,18,3,0,5.122970198296138
2013-07-04 19:00:00,71.7957509,0,71.37329829,70.74509976,70.24625215,71.10966799,0.7142534172867193,0.4224526100000076,19,3,0,5.08559331416138
2013-07-04 20:00:00,72.09160609999998,0,71.7957509,71.37329829,69.85490839,71.48245094166667,0.4704822513734339,0.295855199999977,20,3,0,4.683781693744665
2013-07-04 21:00:00,71.55307612,0,72.09160609999998,71.7957509,71.64329118,71.46741509833333,0.4657316004580532,-0.5385299799999785,21,3,0,4.634825635700572
2013-07-04 22:00:00,72.18769545,0,71.55307612,72.09160609999998,71.24565942,71.62442110333332,0.5303305589561514,0.6346193300000067,22,3,0,4.5020407748661455
2013-07-04 23:00:00,70.64995744,0,72.18769545,71.55307612,70.74509976,71.60856405,0.5623374855523541,-1.5377380100000124,23,3,0,4.140015568945262
2013-07-05 00:00:00,71.34274211,0,70.64995744,72.18769545,71.37329829,71.60347135333333,0.5650261853910258,0.6927846700000089,0,4,0,4.456847023311427
2013-07-05 01:00:00,71.5867281,0,71.34274211,70.64995744,71.7957509,71.56863421999999,0.5571893947663051,0.2439859899999987,1,4,0,4.675605175809156
2013-07-05 02:00:00,70.97700116,0,71.5867281,71.34274211,72.09160609999998,71.38286673,0.5332490668663294,-0.6097269400000016,2,4,0,4.690726094770105
2013-07-05 03:00:00,70.24388209,0,70.97700116,71.5867281,71.55307612,71.164667725,0.6934584018645795,-0.7331190700000008,3,4,0,4.905919745410581
